3.29,6912
12.33,7776
21.22,8640
30.23,9504
39.40,10368
48.79,11232
58.31,12096
67.77,12960
77.15,13824
86.61,14688
96.05,15552
105.52,16416
114.92,17280
124.26,18144
133.55,19008
142.83,19872
152.03,20736
161.07,21600
170.02,22464
178.89,23328
187.71,24192
196.45,25056
205.12,25920
213.60,26784
222.03,27648
230.48,28512
238.85,29376
247.39,30240
256.01,31104
264.48,31968
272.83,32832
281.18,33696
289.46,34560
297.60,35424
305.59,36288
313.48,37152
321.22,38016
329.03,38880
336.64,39744
344.11,40608
351.50,41472
358.81,42336
366.08,43200
373.26,44064
380.35,44928
387.47,45792
394.59,46656
401.64,47520
408.57,48384
415.33,49248
422.04,50112
428.66,50976
435.27,51840
441.56,52704
447.66,53568
453.63,54432
459.46,55296
465.09,56160
