11.71,7863
21.29,8727
30.82,9591
40.20,10455
49.64,11319
59.05,12183
68.42,13047
77.67,13911
86.85,14775
95.94,15639
104.78,16503
113.56,17367
122.07,18231
130.46,19095
138.77,19959
146.94,20823
155.21,21687
165.45,22551
176.92,23415
188.14,24279
198.83,25143
208.81,26007
218.07,26871
226.91,27735
235.43,28600
243.72,29464
251.88,30328
260.09,31192
268.35,32056
276.59,32920
285.06,33784
293.43,34648
228.62,35425
309.19,36289
317.47,37153
325.60,38017
333.72,38881
341.69,39745
349.58,40609
357.51,41473
