5.88,8640
17.57,9504
28.71,10368
39.68,11231
50.53,12095
61.48,12959
72.45,13823
83.51,14687
94.58,15551
105.62,16415
116.43,17279
127.15,18143
137.75,19007
148.15,19871
158.46,20735
168.72,21599
178.90,22463
188.99,23327
198.99,24191
209.00,25055
219.00,25919
228.94,26783
238.78,27647
248.60,28511
258.51,29374
268.28,30238
278.04,31102
287.88,31966
297.68,32830
307.39,33694
316.95,34558
326.36,35422
335.60,36286
344.72,37150
353.75,38014
362.60,38878
371.42,39742
380.25,40606
389.03,41470
397.86,42334
406.65,43197
415.35,44061
424.01,44925
432.62,45789
441.19,46653
449.67,47517
458.11,48381
