1.51,7776
6.45,8640
11.21,9504
15.83,10368
20.47,11232
25.06,12096
29.67,12960
34.23,13824
38.87,14688
43.54,15552
48.19,16417
52.85,17281
57.47,18145
62.03,19009
66.45,19873
70.84,20736
75.24,21600
79.68,22464
83.96,23328
88.33,24192
92.70,25056
96.96,25920
101.17,26784
105.22,27648
109.43,28512
113.49,29376
117.56,30240
121.55,31104
125.58,31968
129.54,32832
133.47,33696
137.28,34560
141.10,35424
144.94,36288
148.75,37152
152.45,38016
156.14,38880
159.66,39744
163.05,40608
166.58,41472
169.96,42336
173.23,43200
176.61,44064
179.99,44928
183.37,45792
186.62,46656
189.88,47520
193.06,48384
196.24,49248
199.33,50112
202.39,50976
205.35,51840
208.23,52704
211.15,53568
213.93,54432
